episode,return,length,mean_goal_error,success_ratio,episode_success,op_delta_damage_sum,self_delta_damage_sum
358,-21.697325706481934,47,0.4388792705028615,0.0,0.0,0.0,0.0
359,-1.3310568034648895,2,0.16552838683128357,0.0,0.0,0.0,0.0
360,-1.6979541182518005,2,0.3489770293235779,0.0,0.0,0.0,0.0
361,-29.7832770049572,75,0.4223103606700897,1.0,1.0,0.0,0.0
362,-427.50819051265717,678,0.6280651786598133,0.0,0.0,0.0,0.0
363,-1.338115930557251,2,0.1690579652786255,0.0,0.0,0.0,0.0
364,-1.7145113945007324,2,0.3572556972503662,0.0,0.0,0.0,0.0
365,-1.5183382034301758,2,0.2591691017150879,0.0,0.0,0.0,0.0
366,-79.14842206984758,176,0.44334330748427997,0.0,0.0,0.0,0.0
367,-1.437573879957199,2,0.21878692507743835,0.0,0.0,0.0,0.0
368,-1.5867905914783478,2,0.2933953106403351,0.0,0.0,0.0,0.0
369,-1.4350013136863708,2,0.21750062704086304,0.0,0.0,0.0,0.0
370,-1.5389752686023712,2,0.2694876492023468,0.0,0.0,0.0,0.0
371,-78.65520080924034,243,0.32965103368209714,1.0,1.0,0.0,0.0
372,-2.21472205221653,24,0.1743634156882763,1.0,1.0,0.0,0.0
373,-213.18356463313103,396,0.5349837497930334,0.0,0.0,0.0,0.0
374,-1.6349640488624573,2,0.317482054233551,0.0,0.0,0.0,0.0
375,-1.4580271542072296,2,0.229013592004776,0.0,0.0,0.0,0.0
376,-148.4693502187729,284,0.5179906710982323,0.0,0.0,0.0,0.0
377,1.9214588403701782,1,0.07854115962982178,1.0,1.0,0.0,0.0
378,-2.0895845890045166,2,0.5447922945022583,0.0,0.0,0.0,0.0
379,-1.5336277186870575,2,0.26681384444236755,0.0,0.0,0.0,0.0
380,-1.6664128005504608,2,0.3332063853740692,0.0,0.0,0.0,0.0
381,-413.27552902698517,638,0.6451027112134198,0.0,0.0,0.0,0.0
382,-2.0116752982139587,2,0.505837619304657,0.0,0.0,0.0,0.0
383,-1.4381480813026428,2,0.2190740704536438,0.0,0.0,0.0,0.0
384,-2.1256515979766846,2,0.5628257989883423,0.0,0.0,0.0,0.0
385,1.9005193710327148,1,0.09948068857192993,1.0,1.0,0.0,0.0
386,1.9146450757980347,1,0.08535495400428772,1.0,1.0,0.0,0.0
387,-25.63985323905945,82,0.33597382139868853,1.0,1.0,0.0,0.0
388,-139.9345696568489,179,0.7753327921782126,0.0,0.0,0.0,0.0
389,-1.612964689731598,2,0.30648237466812134,0.0,0.0,0.0,0.0
390,-1.61947301030159,2,0.3097365200519562,0.0,0.0,0.0,0.0
391,-8.873716436326504,54,0.1995132659320478,1.0,1.0,0.0,0.0
392,-43.66348797082901,162,0.28100918546135045,1.0,1.0,0.0,0.0
393,-710.5495027601719,1200,0.5908412534743548,0.0,0.0,0.0,0.0
394,0.48951321840286255,12,0.12587390343348184,1.0,1.0,0.0,0.0
395,-29.738684237003326,50,0.5733736872673034,0.0,0.0,0.0,0.0
396,1.9462556838989258,1,0.053744345903396606,1.0,1.0,0.0,0.0
397,-344.3891259133816,689,0.4974152780366394,0.0,0.0,0.0,0.0
398,-1.5727114379405975,2,0.2863557040691376,0.0,0.0,0.0,0.0
399,-1.3923330307006836,2,0.1961665153503418,0.0,0.0,0.0,0.0
400,-1.9345526099205017,2,0.46727627515792847,0.0,0.0,0.0,0.0
401,-38.94075237214565,171,0.23889328896650794,1.0,1.0,0.0,0.0
402,-21.20163130760193,81,0.2861929789737419,1.0,1.0,0.0,0.0
403,-44.97541528940201,59,0.7444985640251031,0.0,0.0,0.0,0.0
404,-1.9227454662322998,2,0.4613727331161499,0.0,0.0,0.0,0.0
405,-1.604811191558838,2,0.30240559577941895,0.0,0.0,0.0,0.0
406,-139.38336589932442,214,0.6452026457708573,0.0,0.0,0.0,0.0
407,-1.954472303390503,2,0.47723615169525146,0.0,0.0,0.0,0.0
408,-1.6896040439605713,2,0.34480202198028564,0.0,0.0,0.0,0.0
409,-1.6098973751068115,2,0.30494868755340576,0.0,0.0,0.0,0.0
410,-1.5774555802345276,2,0.2887278199195862,0.0,0.0,0.0,0.0
411,-74.50237606465816,266,0.28662547385109993,1.0,1.0,0.0,0.0
412,-76.6716077029705,151,0.5003417736252412,0.0,0.0,0.0,0.0
413,-1.800710916519165,2,0.4003554582595825,0.0,0.0,0.0,0.0
414,-1.3480093479156494,2,0.1740046739578247,0.0,0.0,0.0,0.0
415,-1.7854170203208923,2,0.3927084803581238,0.0,0.0,0.0,0.0
416,-433.72906106710434,701,0.6160471638327149,0.0,0.0,0.0,0.0
417,-1.785124272108078,2,0.3925621211528778,0.0,0.0,0.0,0.0
418,-1.9824735522270203,2,0.4862367510795593,0.0,0.0,0.0,0.0
419,-1.4669412970542908,2,0.233470618724823,0.0,0.0,0.0,0.0
420,-1.3879671394824982,2,0.19398358464241028,0.0,0.0,0.0,0.0
421,-141.48113033920527,344,0.40764863477196805,0.0,0.0,0.0,0.0
422,-1.683053731918335,2,0.3415268659591675,0.0,0.0,0.0,0.0
423,-1.489805430173874,2,0.24490270018577576,0.0,0.0,0.0,0.0
424,-2.0254225730895996,2,0.5127112865447998,0.0,0.0,0.0,0.0
425,-1.5559318363666534,2,0.2779659330844879,0.0,0.0,0.0,0.0
426,-28.511245787143707,69,0.4419021131335825,1.0,1.0,0.0,0.0
427,-19.201965048909187,69,0.3065502177114072,1.0,1.0,0.0,0.0
428,-79.03208228945732,104,0.7491546373527783,0.0,0.0,0.0,0.0
429,-1.7897233366966248,2,0.39486163854599,0.0,0.0,0.0,0.0
430,-1.7091240882873535,2,0.35456204414367676,0.0,0.0,0.0,0.0
431,1.9583770036697388,1,0.04162302613258362,1.0,1.0,0.0,0.0
432,-111.13447125256062,296,0.3813326740385713,1.0,1.0,0.0,0.0
433,1.9422106742858887,1,0.05778929591178894,1.0,1.0,0.0,0.0
434,-274.8680924475193,428,0.6388740488719717,0.0,0.0,0.0,0.0
435,-2.059215545654297,2,0.5296077728271484,0.0,0.0,0.0,0.0
436,-386.22644816339016,998,0.385016481927736,0.0,0.0,0.0,0.0
437,-1.2842280864715576,2,0.1421140432357788,0.0,0.0,0.0,0.0
438,-1.6494317650794983,2,0.32471591234207153,0.0,0.0,0.0,0.0
439,-1.7013725936412811,2,0.34568628668785095,0.0,0.0,0.0,0.0
440,-1.6449272632598877,2,0.32246363162994385,0.0,0.0,0.0,0.0
441,1.9409458637237549,1,0.05905419588088989,1.0,1.0,0.0,0.0
442,-373.6051590144634,683,0.5445756363746537,0.0,0.0,0.0,0.0
443,-1.5473489165306091,2,0.2736744284629822,0.0,0.0,0.0,0.0
444,-1.8902008831501007,2,0.44510045647621155,0.0,0.0,0.0,0.0
445,-1.6549520790576935,2,0.32747605443000793,0.0,0.0,0.0,0.0
446,-6.889098793268204,63,0.14077934480848767,1.0,1.0,0.0,0.0
447,-30.205536291003227,102,0.3154464346521041,1.0,1.0,0.0,0.0
448,-71.82225573062897,86,0.8222355329713156,0.0,0.0,0.0,0.0
449,-2.0476207733154297,2,0.5238103866577148,0.0,0.0,0.0,0.0
450,-1.5621492862701416,2,0.2810746431350708,0.0,0.0,0.0,0.0
451,-50.62501780688763,122,0.43036899898873,1.0,1.0,0.0,0.0
452,-42.45601615309715,78,0.5296925157308578,0.0,0.0,0.0,0.0
453,-1.3937909007072449,2,0.19189542531967163,0.0,0.0,0.0,0.0
454,-1.5710071921348572,2,0.2855035662651062,0.0,0.0,0.0,0.0
455,-1.783361703157425,2,0.39168086647987366,0.0,0.0,0.0,0.0
456,-155.03412413597107,684,0.22847094184212519,1.0,1.0,0.0,0.0
457,1.9208910465240479,1,0.07910889387130737,1.0,1.0,0.0,0.0
458,1.811668187379837,2,0.09416592121124268,1.0,1.0,0.0,0.0
459,-63.696282640099525,206,0.3028460328729407,0.0,0.0,0.0,0.0
460,-1.7424544990062714,2,0.3712272346019745,0.0,0.0,0.0,0.0
461,-470.3817806094885,1133,0.41249054036409794,0.0,0.0,0.0,0.0
462,-1.9201121628284454,2,0.4600560963153839,0.0,0.0,0.0,0.0
463,-1.3230858445167542,2,0.16154295206069946,0.0,0.0,0.0,0.0
464,-1.4197726249694824,2,0.2098863124847412,0.0,0.0,0.0,0.0
465,-1.2522467970848083,2,0.12112337350845337,0.0,0.0,0.0,0.0
466,-449.9987418949604,1200,0.3737739522755146,0.0,0.0,0.0,0.0
467,-124.38143408298492,125,0.9860114727020264,0.0,0.0,0.0,0.0
468,-1.7110128104686737,2,0.35550639033317566,0.0,0.0,0.0,0.0
469,-1.8306546211242676,2,0.4153273105621338,0.0,0.0,0.0,0.0
470,-1.2410123646259308,2,0.12050619721412659,0.0,0.0,0.0,0.0
471,-206.61785716563463,614,0.3386447191578169,1.0,1.0,0.0,0.0
472,-30.87271562218666,56,0.5318342090717384,0.0,0.0,0.0,0.0
473,-2.160238206386566,2,0.5801190733909607,0.0,0.0,0.0,0.0
474,-1.3329753279685974,2,0.16648763418197632,0.0,0.0,0.0,0.0
475,1.9256418943405151,1,0.07435810565948486,1.0,1.0,0.0,0.0
476,-23.48598463833332,128,0.19746862933970988,1.0,1.0,0.0,0.0
477,-373.8651487380266,905,0.4107570712902269,0.0,0.0,0.0,0.0
478,1.9129945039749146,1,0.08700546622276306,1.0,1.0,0.0,0.0
479,-1.4177444279193878,2,0.2088722288608551,0.0,0.0,0.0,0.0
480,-1.654188096523285,2,0.32709401845932007,0.0,0.0,0.0,0.0
481,-284.8966354727745,435,0.6516704274320054,0.0,0.0,0.0,0.0
482,-1.6498534083366394,2,0.3199266791343689,0.0,0.0,0.0,0.0
483,-1.828188419342041,2,0.4140942096710205,0.0,0.0,0.0,0.0
484,-1.7512021660804749,2,0.3756011128425598,0.0,0.0,0.0,0.0
485,-1.6102284789085388,2,0.305114209651947,0.0,0.0,0.0,0.0
486,-12.562574625015259,57,0.2546065726823974,1.0,1.0,0.0,0.0
487,-222.95010022819042,497,0.4457949709364586,0.0,0.0,0.0,0.0
488,-2.1570732593536377,2,0.568536639213562,0.0,0.0,0.0,0.0
489,1.9880565404891968,1,0.011943459510803223,1.0,1.0,0.0,0.0
490,-1.5226499736309052,2,0.2613249719142914,0.0,0.0,0.0,0.0
491,-51.43934364616871,165,0.3231475375818484,1.0,1.0,0.0,0.0
492,-7.1254852414131165,41,0.22208500635333178,1.0,1.0,0.0,0.0
493,-91.66972136497498,115,0.7873019257317418,0.0,0.0,0.0,0.0
494,-1.7706096172332764,2,0.3853048086166382,0.0,0.0,0.0,0.0
495,-1.705974817276001,2,0.3529874086380005,0.0,0.0,0.0,0.0
496,-358.4339382201433,734,0.48602716452175654,0.0,0.0,0.0,0.0
497,-2.0743722915649414,2,0.5371861457824707,0.0,0.0,0.0,0.0
498,-2.063767433166504,2,0.531883716583252,0.0,0.0,0.0,0.0
499,-1.2729597091674805,2,0.13147985935211182,0.0,0.0,0.0,0.0
500,-1.751082956790924,2,0.3755415081977844,0.0,0.0,0.0,0.0
501,-73.35893361270428,350,0.21456838156495775,1.0,1.0,0.0,0.0
502,-1.8692705929279327,24,0.15955294171969095,1.0,1.0,0.0,0.0
503,-2.2940579801797867,23,0.186263391505117,1.0,1.0,0.0,0.0
504,-63.350430741906166,252,0.2578985346924691,1.0,1.0,0.0,0.0
505,-29.69335424900055,40,0.7165838584303856,0.0,0.0,0.0,0.0
506,-10.706755250692368,32,0.3955236030742526,1.0,1.0,0.0,0.0
507,-89.96426630020142,124,0.7163247293041598,0.0,0.0,0.0,0.0
508,-1.2844063937664032,2,0.1422031819820404,0.0,0.0,0.0,0.0
509,-1.356162965297699,2,0.1780814528465271,0.0,0.0,0.0,0.0
510,-1.8558500111103058,2,0.42292502522468567,0.0,0.0,0.0,0.0
511,-52.73081133514643,110,0.4689164673740214,0.0,0.0,0.0,0.0
512,-1.7447393238544464,2,0.3723696768283844,0.0,0.0,0.0,0.0
513,-1.697092592716217,2,0.3485463261604309,0.0,0.0,0.0,0.0
514,-1.8592196106910706,2,0.42960983514785767,0.0,0.0,0.0,0.0
515,-1.3093252778053284,2,0.15466266870498657,0.0,0.0,0.0,0.0
516,-2.649730794131756,39,0.11768540510764489,1.0,1.0,0.0,0.0
517,-8.84113010764122,33,0.3270039441007556,1.0,1.0,0.0,0.0
518,-326.99410393834114,898,0.36202016094479633,0.0,0.0,0.0,0.0
519,-1.6531830430030823,2,0.3265915513038635,0.0,0.0,0.0,0.0
520,-1.5298471450805664,2,0.2649235725402832,0.0,0.0,0.0,0.0
521,-181.5379719734192,290,0.6218550764281174,0.0,0.0,0.0,0.0
522,-1.4336764514446259,2,0.21683821082115173,0.0,0.0,0.0,0.0
523,-1.855545312166214,2,0.4277726709842682,0.0,0.0,0.0,0.0
524,-1.864645928144455,2,0.4323229491710663,0.0,0.0,0.0,0.0
525,-1.8504655361175537,2,0.42523276805877686,0.0,0.0,0.0,0.0
526,-85.24319598078728,219,0.38380454814053017,0.0,0.0,0.0,0.0
527,-2.0302301049232483,2,0.5151150822639465,0.0,0.0,0.0,0.0
528,-1.4080924689769745,2,0.20404621958732605,0.0,0.0,0.0,0.0
529,-1.6403389275074005,2,0.32016947865486145,0.0,0.0,0.0,0.0
530,-1.6144667267799377,2,0.30723339319229126,0.0,0.0,0.0,0.0
531,-17.316993802785873,55,0.3483089799230749,1.0,1.0,0.0,0.0
532,-84.4736322760582,264,0.3259986082487034,1.0,1.0,0.0,0.0
533,-4.78410892188549,32,0.21137840393930674,1.0,1.0,0.0,0.0
534,-78.83809980750084,124,0.6511137091344402,1.0,1.0,0.0,0.0
535,-119.27224391698837,311,0.3776921048233363,0.0,0.0,0.0,0.0
536,-32.13171149790287,156,0.216613535124522,1.0,1.0,0.0,0.0
537,-57.526462733745575,74,0.7623846329547264,0.0,0.0,0.0,0.0
538,-1.8549296855926514,2,0.4274648427963257,0.0,0.0,0.0,0.0
539,-1.526598483324051,2,0.26329925656318665,0.0,0.0,0.0,0.0
540,-1.9156570732593536,2,0.4528285562992096,0.0,0.0,0.0,0.0
541,-351.7096433341503,559,0.6315736026638096,1.0,1.0,0.0,0.0
542,-35.14538198709488,47,0.724157065787214,0.0,0.0,0.0,0.0
543,-1.7460220158100128,2,0.3680110275745392,0.0,0.0,0.0,0.0
544,-1.2411653697490692,2,0.12058266997337341,0.0,0.0,0.0,0.0
545,-1.5688802599906921,2,0.27944010496139526,0.0,0.0,0.0,0.0
546,1.9179505109786987,1,0.08204948902130127,1.0,1.0,0.0,0.0
547,-246.81530076265335,417,0.5884299787828963,0.0,0.0,0.0,0.0
548,-1.7628255486488342,2,0.3814128041267395,0.0,0.0,0.0,0.0
549,-1.775447428226471,2,0.38772374391555786,0.0,0.0,0.0,0.0
550,-1.6268008053302765,2,0.31340041756629944,0.0,0.0,0.0,0.0
551,-5.917393520474434,40,0.19718483686447144,1.0,1.0,0.0,0.0
552,-100.75109329819679,207,0.49367678151038535,1.0,1.0,0.0,0.0
553,-50.29080092906952,65,0.7564738612908584,0.0,0.0,0.0,0.0
554,-2.016674518585205,2,0.5083372592926025,0.0,0.0,0.0,0.0
555,-1.6756233870983124,2,0.337811678647995,0.0,0.0,0.0,0.0
556,1.9334520101547241,1,0.06654796004295349,1.0,1.0,0.0,0.0
557,-151.4108022749424,266,0.5626721913205054,0.0,0.0,0.0,0.0
558,-1.8718863129615784,2,0.4359431862831116,0.0,0.0,0.0,0.0
559,-1.2203781306743622,2,0.1101890504360199,0.0,0.0,0.0,0.0
560,-1.5456106662750244,2,0.2678053379058838,0.0,0.0,0.0,0.0
561,-11.831939727067947,72,0.18988805057273972,1.0,1.0,0.0,0.0
562,-337.07540722191334,1086,0.3110086630556465,1.0,1.0,0.0,0.0
563,-101.49712643027306,241,0.4140959618249869,0.0,0.0,0.0,0.0
564,-1.5401176810264587,2,0.270058810710907,0.0,0.0,0.0,0.0
565,-1.264211654663086,2,0.13210582733154297,0.0,0.0,0.0,0.0
566,-11.647173136472702,54,0.25179950341030405,1.0,1.0,0.0,0.0
567,1.953948736190796,1,0.04605129361152649,1.0,1.0,0.0,0.0
568,-78.54741251468658,117,0.6610035279877166,0.0,0.0,0.0,0.0
569,-1.3906002342700958,2,0.1953001320362091,0.0,0.0,0.0,0.0
570,-1.7079162895679474,2,0.34895816445350647,0.0,0.0,0.0,0.0
571,-51.5389217287302,174,0.30510874674923116,1.0,1.0,0.0,0.0
572,-51.38465750217438,65,0.7742255027477558,0.0,0.0,0.0,0.0
573,1.9592461585998535,1,0.04075387120246887,1.0,1.0,0.0,0.0
574,1.9653164148330688,1,0.03468358516693115,1.0,1.0,0.0,0.0
575,-1.701147586107254,2,0.3455738127231598,0.0,0.0,0.0,0.0
576,-110.5063786804676,216,0.5041499031638658,0.0,0.0,0.0,0.0
577,-1.5544287860393524,2,0.277214378118515,0.0,0.0,0.0,0.0
578,-1.5521591305732727,2,0.2710795998573303,0.0,0.0,0.0,0.0
579,-1.64718559384346,2,0.32359281182289124,0.0,0.0,0.0,0.0
580,-1.6369602680206299,2,0.3134801387786865,0.0,0.0,0.0,0.0
581,-5.689359173178673,39,0.19511177295293564,1.0,1.0,0.0,0.0
582,-4.586821228265762,30,0.21756070951620737,1.0,1.0,0.0,0.0
583,-12.335627436637878,48,0.2961589054514964,1.0,1.0,0.0,0.0
584,-57.719130367040634,108,0.5236956535114182,0.0,0.0,0.0,0.0
585,-1.4935429096221924,2,0.2467714548110962,0.0,0.0,0.0,0.0
586,-420.560771048069,767,0.545359546408504,0.0,0.0,0.0,0.0
587,-1.7336404025554657,2,0.36682018637657166,0.0,0.0,0.0,0.0
588,-1.5651843547821045,2,0.28259217739105225,0.0,0.0,0.0,0.0
589,-2.1072378158569336,2,0.5536189079284668,0.0,0.0,0.0,0.0
590,-1.4175076186656952,2,0.20375379920005798,0.0,0.0,0.0,0.0
591,1.0544204115867615,4,0.23639490455389023,1.0,1.0,0.0,0.0
592,-10.229529023170471,51,0.23724566838320563,1.0,1.0,0.0,0.0
593,1.7950969189405441,2,0.09745155274868011,1.0,1.0,0.0,0.0
594,1.9191828966140747,1,0.0808170735836029,1.0,1.0,0.0,0.0
595,-81.96014481782913,116,0.6938805626384144,0.0,0.0,0.0,0.0
596,-60.85059289634228,210,0.29581234866664524,1.0,1.0,0.0,0.0
597,-59.394709557294846,68,0.857275140197838,0.0,0.0,0.0,0.0
598,-1.55672025680542,2,0.27836012840270996,0.0,0.0,0.0,0.0
599,-1.612457513809204,2,0.30122876167297363,0.0,0.0,0.0,0.0
600,-1.3238074779510498,2,0.1619037389755249,0.0,0.0,0.0,0.0
601,0.3297295570373535,7,0.23718149747167314,1.0,1.0,0.0,0.0
602,-468.02024488151073,786,0.5926720686162095,0.0,0.0,0.0,0.0
603,-1.8663925528526306,2,0.4331962466239929,0.0,0.0,0.0,0.0
604,-2.1291274428367615,2,0.5645636916160583,0.0,0.0,0.0,0.0
605,-1.5502665042877197,2,0.27013325691223145,0.0,0.0,0.0,0.0
606,-19.6651399359107,93,0.23080795490613548,1.0,1.0,0.0,0.0
607,1.9476208686828613,1,0.05237919092178345,1.0,1.0,0.0,0.0
608,-167.60715234279633,257,0.6460978705363515,0.0,0.0,0.0,0.0
609,-2.033153533935547,2,0.511576771736145,0.0,0.0,0.0,0.0
610,-1.9393489360809326,2,0.4696744680404663,0.0,0.0,0.0,0.0
611,-148.35580606013536,427,0.34825716029843906,1.0,1.0,0.0,0.0
612,-424.1882144212723,1030,0.4090662290459698,0.0,0.0,0.0,0.0
613,-1.4127426147460938,2,0.20137131214141846,0.0,0.0,0.0,0.0
614,-1.4372863173484802,2,0.21864312887191772,0.0,0.0,0.0,0.0
615,-2.0123651027679443,2,0.5011825561523438,0.0,0.0,0.0,0.0
616,-122.61633959412575,490,0.2501762039807378,1.0,1.0,0.0,0.0
617,-54.707034431397915,176,0.31890360689298675,1.0,1.0,0.0,0.0
618,-82.16789549589157,119,0.6798982830608592,0.0,0.0,0.0,0.0
619,-1.6829479336738586,2,0.3364740014076233,0.0,0.0,0.0,0.0
620,-1.8582959175109863,2,0.42414796352386475,0.0,0.0,0.0,0.0
621,-6.474474534392357,54,0.15452730379722737,1.0,1.0,0.0,0.0
622,-195.52343760430813,580,0.3386266180410467,1.0,1.0,0.0,0.0
623,-88.72664380073547,98,0.891088204724448,0.0,0.0,0.0,0.0
624,-1.9244056046009064,2,0.4622028172016144,0.0,0.0,0.0,0.0
625,-2.1046552658081055,2,0.5523276329040527,0.0,0.0,0.0,0.0
626,-141.90517473220825,195,0.7206419235620743,0.0,0.0,0.0,0.0
627,-1.3685557842254639,2,0.17927789688110352,0.0,0.0,0.0,0.0
628,-1.7557534575462341,2,0.3778766989707947,0.0,0.0,0.0,0.0
629,-1.442425698041916,2,0.21621283888816833,0.0,0.0,0.0,0.0
630,-1.6290595531463623,2,0.31452977657318115,0.0,0.0,0.0,0.0
631,-61.235803224146366,198,0.3012919371778315,0.0,0.0,0.0,0.0
632,-1.4630065560340881,2,0.23150330781936646,0.0,0.0,0.0,0.0
633,1.9167736768722534,1,0.08322632312774658,1.0,1.0,0.0,0.0
634,-1.2384335473179817,2,0.11421674489974976,0.0,0.0,0.0,0.0
635,-1.7730915546417236,2,0.3865457773208618,0.0,0.0,0.0,0.0
636,-34.78656405210495,65,0.5168702189738934,0.0,0.0,0.0,0.0
637,-1.4121580123901367,2,0.20107901096343994,0.0,0.0,0.0,0.0
638,-1.8057256042957306,2,0.4028628170490265,0.0,0.0,0.0,0.0
639,-2.0363475680351257,2,0.5131737589836121,0.0,0.0,0.0,0.0
640,-1.6254090666770935,2,0.31270450353622437,0.0,0.0,0.0,0.0
641,-106.53022003173828,252,0.41777865151091226,0.0,0.0,0.0,0.0
642,1.8989098072052002,1,0.09109023213386536,1.0,1.0,0.0,0.0
643,-1.5927572548389435,2,0.29637864232063293,0.0,0.0,0.0,0.0
644,-1.6795971393585205,2,0.33979856967926025,0.0,0.0,0.0,0.0
645,-1.3016566634178162,2,0.1508283019065857,0.0,0.0,0.0,0.0
646,-165.282088637352,197,0.8332085718358229,0.0,0.0,0.0,0.0
647,-1.611756980419159,2,0.30087846517562866,0.0,0.0,0.0,0.0
648,-1.9261621832847595,2,0.4630810618400574,0.0,0.0,0.0,0.0
649,-1.528416633605957,2,0.2592083215713501,0.0,0.0,0.0,0.0
650,-1.7081227600574493,2,0.35406139492988586,0.0,0.0,0.0,0.0
651,-145.99956677109003,368,0.3980966520536205,1.0,1.0,0.0,0.0
652,-14.558523491024971,81,0.20084596857612516,1.0,1.0,0.0,0.0
653,-49.53757441043854,66,0.7340541590343822,0.0,0.0,0.0,0.0
654,-1.4986920952796936,2,0.2493460774421692,0.0,0.0,0.0,0.0
655,-1.6489970982074738,2,0.32449856400489807,0.0,0.0,0.0,0.0
656,-180.9194319024682,625,0.2887350924015045,1.0,1.0,0.0,0.0
657,-279.79258236289024,459,0.605996913055449,0.0,0.0,0.0,0.0
658,-1.7980051040649414,2,0.3990025520324707,0.0,0.0,0.0,0.0
659,-1.4224760085344315,2,0.20623797178268433,0.0,0.0,0.0,0.0
660,-1.6562311351299286,2,0.3281155526638031,0.0,0.0,0.0,0.0
661,-31.497295208275318,165,0.20119572805635857,1.0,1.0,0.0,0.0
662,-263.62221974134445,437,0.5995474148805955,0.0,0.0,0.0,0.0
663,-1.6301517486572266,2,0.3150758743286133,0.0,0.0,0.0,0.0
664,1.9229556322097778,1,0.06704437732696533,1.0,1.0,0.0,0.0
665,-1.4179909229278564,2,0.20899546146392822,0.0,0.0,0.0,0.0
666,1.9447592496871948,1,0.055240780115127563,1.0,1.0,0.0,0.0
667,-13.848402082920074,51,0.3056549470798642,1.0,1.0,0.0,0.0
668,-113.33819036185741,245,0.4572987364871161,0.0,0.0,0.0,0.0
669,-1.657929003238678,2,0.3289645314216614,0.0,0.0,0.0,0.0
670,-1.783951222896576,2,0.3919755816459656,0.0,0.0,0.0,0.0
671,-124.59951494634151,296,0.4150659308038853,0.0,0.0,0.0,0.0
672,-1.3728618621826172,2,0.18143093585968018,0.0,0.0,0.0,0.0
673,-1.3697185516357422,2,0.17985928058624268,0.0,0.0,0.0,0.0
674,-1.626826286315918,2,0.313413143157959,0.0,0.0,0.0,0.0
675,1.9881510734558105,1,0.01184895634651184,1.0,1.0,0.0,0.0
676,-547.5755663067102,1095,0.499146638341146,1.0,1.0,0.0,0.0
677,-34.0548121035099,42,0.7846383856875556,0.0,0.0,0.0,0.0
678,-1.44511216878891,2,0.22255605459213257,0.0,0.0,0.0,0.0
679,-1.964573621749878,2,0.48228681087493896,0.0,0.0,0.0,0.0
680,-1.870671272277832,2,0.4303356409072876,0.0,0.0,0.0,0.0
681,-5.979541279375553,31,0.25321101373241794,1.0,1.0,0.0,0.0
682,-241.8147037178278,594,0.4070786283875154,1.0,1.0,0.0,0.0
683,1.9263719320297241,1,0.07362803816795349,1.0,1.0,0.0,0.0
684,-0.8112953752279282,18,0.15451640884081522,1.0,1.0,0.0,0.0
685,-51.35866467654705,102,0.4888104425341475,0.0,0.0,0.0,0.0
686,1.9264607429504395,1,0.07353919744491577,1.0,1.0,0.0,0.0
687,-38.098913222551346,123,0.3221049883016726,1.0,1.0,0.0,0.0
688,-1.7393336072564125,27,0.1359012413907934,1.0,1.0,0.0,0.0
689,-144.1207947731018,234,0.6101316027661674,0.0,0.0,0.0,0.0
690,-1.648975819349289,2,0.31948789954185486,0.0,0.0,0.0,0.0
691,-6.0814065635204315,63,0.12605407029863389,1.0,1.0,0.0,0.0
692,-203.10296612977982,564,0.3548279567390469,0.0,0.0,0.0,0.0
693,-1.6402969360351562,2,0.3201484680175781,0.0,0.0,0.0,0.0
694,-1.9035570621490479,2,0.4467785358428955,0.0,0.0,0.0,0.0
695,-1.734536200761795,2,0.3622681200504303,0.0,0.0,0.0,0.0
696,-117.38510099053383,429,0.2742543170154789,1.0,1.0,0.0,0.0
697,-11.66846789419651,48,0.2814264167100191,1.0,1.0,0.0,0.0
698,-7.95690031349659,37,0.2650513616768089,1.0,1.0,0.0,0.0
699,-278.2803068384528,932,0.29647028823523053,1.0,1.0,0.0,0.0
700,-83.99988058209419,240,0.35612450328965983,1.0,1.0,0.0,0.0
701,-61.997227147221565,138,0.43867556113695755,0.0,0.0,0.0,0.0
702,-1.471225529909134,2,0.23561277985572815,0.0,0.0,0.0,0.0
703,-1.894554078578949,2,0.4472770094871521,0.0,0.0,0.0,0.0
704,1.916197657585144,1,0.08380231261253357,1.0,1.0,0.0,0.0
705,-1.6214552223682404,2,0.31072762608528137,0.0,0.0,0.0,0.0
706,-30.49459908902645,111,0.290311705019023,1.0,1.0,0.0,0.0
707,-70.37888091802597,83,0.8350467588528093,0.0,0.0,0.0,0.0
708,-1.901306837797165,2,0.45065340399742126,0.0,0.0,0.0,0.0
709,-1.913701742887497,2,0.4568508565425873,0.0,0.0,0.0,0.0
710,-1.6917409300804138,2,0.3408704400062561,0.0,0.0,0.0,0.0
711,-220.53393283486366,669,0.33061873498518907,1.0,1.0,0.0,0.0
712,-5.828056961297989,38,0.2033699194067403,1.0,1.0,0.0,0.0
713,-51.10356316715479,180,0.29263090706533856,1.0,1.0,0.0,0.0
714,-15.819041520357132,37,0.39727139553508245,0.0,0.0,0.0,0.0
715,-1.548964500427246,2,0.27448225021362305,0.0,0.0,0.0,0.0
716,-227.21454529464245,609,0.3724212591186141,1.0,1.0,0.0,0.0
717,-6.7208531349897385,35,0.24573866299220493,1.0,1.0,0.0,0.0
718,-12.619011230766773,71,0.20308466486527887,1.0,1.0,0.0,0.0
719,-216.42921742796898,533,0.40260641243287815,0.0,0.0,0.0,0.0
720,-1.752416878938675,2,0.37620845437049866,0.0,0.0,0.0,0.0
721,-36.27817517518997,111,0.34322680412112055,1.0,1.0,0.0,0.0
