step,reward,goal_error,goal_progress,goal_success,op_delta_damage,self_delta_damage,stage_name
14823,-0.33858534693717957,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14824,-0.33858534693717957,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14825,-0.33858534693717957,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14826,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14827,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14828,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14829,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14830,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14831,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14832,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14833,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14834,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14835,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14836,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14837,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14838,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14839,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14840,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14841,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14842,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14843,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14844,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14845,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14846,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14847,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14848,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14849,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14850,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14851,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14852,-0.33858534693717957,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14853,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14854,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14855,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14856,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14857,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14858,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14859,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14860,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14861,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14862,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14863,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14864,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14865,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14866,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14867,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14868,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14869,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14870,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14871,-0.32858535647392273,0.32858535647392273,0.0,0.0,0.0,0.0,phase1_locomotion
14872,-0.3507019579410553,0.3507019579410553,0.0,0.0,0.0,0.0,phase1_locomotion
14873,-0.40407270193099976,0.40407270193099976,0.0,0.0,0.0,0.0,phase1_locomotion
14874,-0.43336930871009827,0.43336930871009827,0.0,0.0,0.0,0.0,phase1_locomotion
14875,-0.4437062740325928,0.4437062740325928,0.0,0.0,0.0,0.0,phase1_locomotion
14876,-0.4220607280731201,0.4220607280731201,0.0,0.0,0.0,0.0,phase1_locomotion
14877,-0.41097593307495117,0.41097593307495117,0.0,0.0,0.0,0.0,phase1_locomotion
14878,-0.40138277411460876,0.40138277411460876,0.0,0.0,0.0,0.0,phase1_locomotion
14879,-0.4079127013683319,0.4079127013683319,0.0,0.0,0.0,0.0,phase1_locomotion
14880,-0.41372886300086975,0.41372886300086975,0.0,0.0,0.0,0.0,phase1_locomotion
14881,-0.4198254942893982,0.4198254942893982,0.0,0.0,0.0,0.0,phase1_locomotion
14882,-0.4285977780818939,0.4185977876186371,0.0,0.0,0.0,0.0,phase1_locomotion
14883,-0.429071307182312,0.4190713167190552,0.0,0.0,0.0,0.0,phase1_locomotion
14884,-0.43063884973526,0.4206388592720032,0.0,0.0,0.0,0.0,phase1_locomotion
14885,-0.43373924493789673,0.4237392544746399,0.0,0.0,0.0,0.0,phase1_locomotion
14886,-0.4372270405292511,0.42722705006599426,0.0,0.0,0.0,0.0,phase1_locomotion
14887,-0.4416748881340027,0.43167489767074585,0.0,0.0,0.0,0.0,phase1_locomotion
14888,-0.44235044717788696,0.4323504567146301,0.0,0.0,0.0,0.0,phase1_locomotion
14889,-0.44453170895576477,0.43453171849250793,0.0,0.0,0.0,0.0,phase1_locomotion
14890,-0.4132120907306671,0.4032121002674103,0.0,0.0,0.0,0.0,phase1_locomotion
14891,-0.3994227647781372,0.38942277431488037,0.0,0.0,0.0,0.0,phase1_locomotion
14892,-0.3950604796409607,0.38506048917770386,0.0,0.0,0.0,0.0,phase1_locomotion
14893,-0.39917895197868347,0.38917896151542664,0.0,0.0,0.0,0.0,phase1_locomotion
14894,-0.3952229619026184,0.3852229714393616,0.0,0.0,0.0,0.0,phase1_locomotion
14895,-0.38814178109169006,0.38814178109169006,0.0,0.0,0.0,0.0,phase1_locomotion
14896,-0.4361935257911682,0.4361935257911682,0.0,0.0,0.0,0.0,phase1_locomotion
14897,-0.4566788077354431,0.4566788077354431,0.0,0.0,0.0,0.0,phase1_locomotion
14898,-0.4666280150413513,0.4666280150413513,0.0,0.0,0.0,0.0,phase1_locomotion
14899,-0.5180685520172119,0.5180685520172119,0.0,0.0,0.0,0.0,phase1_locomotion
14900,-0.5241482853889465,0.5141482949256897,0.0,0.0,0.0,0.0,phase1_locomotion
14901,-0.5229521989822388,0.5129522085189819,0.0,0.0,0.0,0.0,phase1_locomotion
14902,-0.5433028340339661,0.5333028435707092,0.0,0.0,0.0,0.0,phase1_locomotion
14903,-0.5494294166564941,0.5394294261932373,0.0,0.0,0.0,0.0,phase1_locomotion
14904,-0.5512465238571167,0.5412465333938599,0.0,0.0,0.0,0.0,phase1_locomotion
14905,-0.5716314911842346,0.5616315007209778,0.0,0.0,0.0,0.0,phase1_locomotion
14906,-0.5654584169387817,0.5654584169387817,0.0,0.0,0.0,0.0,phase1_locomotion
14907,-0.5663189888000488,0.5663189888000488,0.0,0.0,0.0,0.0,phase1_locomotion
14908,-0.5678578615188599,0.5678578615188599,0.0,0.0,0.0,0.0,phase1_locomotion
14909,-0.5661834478378296,0.5661834478378296,0.0,0.0,0.0,0.0,phase1_locomotion
14910,-0.5650908946990967,0.5650908946990967,0.0,0.0,0.0,0.0,phase1_locomotion
14911,-0.5646827816963196,0.5646827816963196,0.0,0.0,0.0,0.0,phase1_locomotion
14912,-0.565058708190918,0.565058708190918,0.0,0.0,0.0,0.0,phase1_locomotion
14913,-0.5654643774032593,0.5654643774032593,0.0,0.0,0.0,0.0,phase1_locomotion
14914,-0.5252032279968262,0.5252032279968262,0.0,0.0,0.0,0.0,phase1_locomotion
14915,-0.5077557563781738,0.5077557563781738,0.0,0.0,0.0,0.0,phase1_locomotion
14916,-0.49893131852149963,0.49893131852149963,0.0,0.0,0.0,0.0,phase1_locomotion
14917,-0.4816489815711975,0.4816489815711975,0.0,0.0,0.0,0.0,phase1_locomotion
14918,-0.4757336378097534,0.4757336378097534,0.0,0.0,0.0,0.0,phase1_locomotion
14919,-0.47276487946510315,0.47276487946510315,0.0,0.0,0.0,0.0,phase1_locomotion
14920,-0.47158190608024597,0.47158190608024597,0.0,0.0,0.0,0.0,phase1_locomotion
14921,-0.47315338253974915,0.47315338253974915,0.0,0.0,0.0,0.0,phase1_locomotion
14922,-0.47418126463890076,0.47418126463890076,0.0,0.0,0.0,0.0,phase1_locomotion
14923,-0.45348548889160156,0.45348548889160156,0.0,0.0,0.0,0.0,phase1_locomotion
14924,-0.4434002935886383,0.4434002935886383,0.0,0.0,0.0,0.0,phase1_locomotion
14925,-0.4385347366333008,0.4385347366333008,0.0,0.0,0.0,0.0,phase1_locomotion
14926,-0.39250651001930237,0.39250651001930237,0.0,0.0,0.0,0.0,phase1_locomotion
14927,-0.37687137722969055,0.37687137722969055,0.0,0.0,0.0,0.0,phase1_locomotion
14928,-0.37079179286956787,0.37079179286956787,0.0,0.0,0.0,0.0,phase1_locomotion
14929,-0.36210545897483826,0.36210545897483826,0.0,0.0,0.0,0.0,phase1_locomotion
14930,-0.3665933907032013,0.3665933907032013,0.0,0.0,0.0,0.0,phase1_locomotion
14931,-0.36887413263320923,0.36887413263320923,0.0,0.0,0.0,0.0,phase1_locomotion
14932,-0.37433749437332153,0.37433749437332153,0.0,0.0,0.0,0.0,phase1_locomotion
14933,-0.37137651443481445,0.37137651443481445,0.0,0.0,0.0,0.0,phase1_locomotion
14934,-0.36997145414352417,0.36997145414352417,0.0,0.0,0.0,0.0,phase1_locomotion
14935,-0.3709303140640259,0.3709303140640259,0.0,0.0,0.0,0.0,phase1_locomotion
14936,-0.38345956802368164,0.3734595775604248,0.0,0.0,0.0,0.0,phase1_locomotion
14937,-0.3847874701023102,0.37478747963905334,0.0,0.0,0.0,0.0,phase1_locomotion
14938,-0.39114412665367126,0.38114413619041443,0.0,0.0,0.0,0.0,phase1_locomotion
14939,-0.3905106782913208,0.38051068782806396,0.0,0.0,0.0,0.0,phase1_locomotion
14940,-0.3902249038219452,0.38022491335868835,0.0,0.0,0.0,0.0,phase1_locomotion
14941,-0.3928728401660919,0.3928728401660919,0.0,0.0,0.0,0.0,phase1_locomotion
14942,-0.39661905169487,0.39661905169487,0.0,0.0,0.0,0.0,phase1_locomotion
14943,-0.39794620871543884,0.39794620871543884,0.0,0.0,0.0,0.0,phase1_locomotion
14944,-0.397801011800766,0.397801011800766,0.0,0.0,0.0,0.0,phase1_locomotion
14945,-0.3988902270793915,0.3988902270793915,0.0,0.0,0.0,0.0,phase1_locomotion
14946,-0.3996083438396454,0.3996083438396454,0.0,0.0,0.0,0.0,phase1_locomotion
14947,-0.4099835753440857,0.39998358488082886,0.0,0.0,0.0,0.0,phase1_locomotion
14948,-0.4096459746360779,0.39964598417282104,0.0,0.0,0.0,0.0,phase1_locomotion
14949,-0.39940643310546875,0.39940643310546875,0.0,0.0,0.0,0.0,phase1_locomotion
14950,-0.37535345554351807,0.37535345554351807,0.0,0.0,0.0,0.0,phase1_locomotion
14951,-0.36789390444755554,0.36789390444755554,0.0,0.0,0.0,0.0,phase1_locomotion
14952,-0.3654807507991791,0.3654807507991791,0.0,0.0,0.0,0.0,phase1_locomotion
14953,-0.33464565873146057,0.33464565873146057,0.0,0.0,0.0,0.0,phase1_locomotion
14954,-0.32282528281211853,0.32282528281211853,0.0,0.0,0.0,0.0,phase1_locomotion
14955,-0.31756892800331116,0.31756892800331116,0.0,0.0,0.0,0.0,phase1_locomotion
14956,-0.2919767200946808,0.2919767200946808,0.0,0.0,0.0,0.0,phase1_locomotion
14957,-0.28647950291633606,0.28647950291633606,0.0,0.0,0.0,0.0,phase1_locomotion
14958,-0.2854710519313812,0.2854710519313812,0.0,0.0,0.0,0.0,phase1_locomotion
14959,-0.25612643361091614,0.25612643361091614,0.0,0.0,0.0,0.0,phase1_locomotion
14960,-0.2467191219329834,0.2467191219329834,0.0,0.0,0.0,0.0,phase1_locomotion
14961,-0.23883047699928284,0.23883047699928284,0.0,0.0,0.0,0.0,phase1_locomotion
14962,-0.21451273560523987,0.21451273560523987,0.0,0.0,0.0,0.0,phase1_locomotion
14963,-0.21629315614700317,0.21629315614700317,0.0,0.0,0.0,0.0,phase1_locomotion
14964,-0.2170248031616211,0.2170248031616211,0.0,0.0,0.0,0.0,phase1_locomotion
14965,-0.22864261269569397,0.22864261269569397,0.0,0.0,0.0,0.0,phase1_locomotion
14966,-0.2327728569507599,0.2327728569507599,0.0,0.0,0.0,0.0,phase1_locomotion
14967,-0.23590821027755737,0.23590821027755737,0.0,0.0,0.0,0.0,phase1_locomotion
14968,-0.2421412169933319,0.2421412169933319,0.0,0.0,0.0,0.0,phase1_locomotion
14969,-0.24258014559745789,0.24258014559745789,0.0,0.0,0.0,0.0,phase1_locomotion
14970,-0.24235454201698303,0.24235454201698303,0.0,0.0,0.0,0.0,phase1_locomotion
14971,-0.240774005651474,0.240774005651474,0.0,0.0,0.0,0.0,phase1_locomotion
14972,-0.251518577337265,0.24151858687400818,0.0,0.0,0.0,0.0,phase1_locomotion
14973,-0.2421037256717682,0.2421037256717682,0.0,0.0,0.0,0.0,phase1_locomotion
14974,-0.2302500307559967,0.2302500307559967,0.0,0.0,0.0,0.0,phase1_locomotion
14975,-0.22283831238746643,0.22283831238746643,0.0,0.0,0.0,0.0,phase1_locomotion
14976,-0.21840545535087585,0.21840545535087585,0.0,0.0,0.0,0.0,phase1_locomotion
14977,-0.2220809906721115,0.21208098530769348,0.0,0.0,0.0,0.0,phase1_locomotion
14978,-0.22082243859767914,0.2108224332332611,0.0,0.0,0.0,0.0,phase1_locomotion
14979,-0.20775136351585388,0.20775136351585388,0.0,0.0,0.0,0.0,phase1_locomotion
14980,-0.1997089684009552,0.1997089684009552,0.0,0.0,0.0,0.0,phase1_locomotion
14981,-0.19923344254493713,0.19923344254493713,0.0,0.0,0.0,0.0,phase1_locomotion
14982,-0.19644662737846375,0.19644662737846375,0.0,0.0,0.0,0.0,phase1_locomotion
14983,-0.1694546490907669,0.15945464372634888,0.0,0.0,0.0,0.0,phase1_locomotion
14984,-0.1532982438802719,0.14329823851585388,0.0,0.0,0.0,0.0,phase1_locomotion
14985,-0.14514590799808502,0.135145902633667,0.0,0.0,0.0,0.0,phase1_locomotion
14986,-0.11886576563119888,0.10886576771736145,0.0,0.0,0.0,0.0,phase1_locomotion
14987,-0.11921725422143936,0.10921725630760193,0.0,0.0,0.0,0.0,phase1_locomotion
14988,-0.1206027939915657,0.11060279607772827,0.0,0.0,0.0,0.0,phase1_locomotion
14989,1.9044184684753418,0.08558157086372375,0.0,1.0,0.0,0.0,phase1_locomotion
14990,-0.18296268582344055,0.18296268582344055,0.0,0.0,0.0,0.0,phase1_locomotion
14991,-0.18507325649261475,0.18507325649261475,0.0,0.0,0.0,0.0,phase1_locomotion
14992,-0.22157487273216248,0.22157487273216248,0.0,0.0,0.0,0.0,phase1_locomotion
14993,-0.2336311936378479,0.2336311936378479,0.0,0.0,0.0,0.0,phase1_locomotion
14994,-0.2363063097000122,0.2363063097000122,0.0,0.0,0.0,0.0,phase1_locomotion
14995,-0.26193422079086304,0.26193422079086304,0.0,0.0,0.0,0.0,phase1_locomotion
14996,-0.2668021023273468,0.2668021023273468,0.0,0.0,0.0,0.0,phase1_locomotion
14997,-0.27251309156417847,0.27251309156417847,0.0,0.0,0.0,0.0,phase1_locomotion
14998,-0.3053619861602783,0.3053619861602783,0.0,0.0,0.0,0.0,phase1_locomotion
14999,-0.31418904662132263,0.31418904662132263,0.0,0.0,0.0,0.0,phase1_locomotion
15000,-0.31236475706100464,0.31236475706100464,0.0,0.0,0.0,0.0,phase1_locomotion
15001,-0.3315567374229431,0.3315567374229431,0.0,0.0,0.0,0.0,phase1_locomotion
15002,-0.34400254487991333,0.34400254487991333,0.0,0.0,0.0,0.0,phase1_locomotion
15003,-0.34912681579589844,0.34912681579589844,0.0,0.0,0.0,0.0,phase1_locomotion
15004,-0.4048820734024048,0.4048820734024048,0.0,0.0,0.0,0.0,phase1_locomotion
15005,-0.41781389713287354,0.41781389713287354,0.0,0.0,0.0,0.0,phase1_locomotion
15006,-0.4195806384086609,0.4195806384086609,0.0,0.0,0.0,0.0,phase1_locomotion
15007,-0.4574117660522461,0.4574117660522461,0.0,0.0,0.0,0.0,phase1_locomotion
15008,-0.47148364782333374,0.47148364782333374,0.0,0.0,0.0,0.0,phase1_locomotion
15009,-0.4758167862892151,0.4758167862892151,0.0,0.0,0.0,0.0,phase1_locomotion
15010,-0.5180076956748962,0.5180076956748962,0.0,0.0,0.0,0.0,phase1_locomotion
15011,-0.5300253033638,0.5300253033638,0.0,0.0,0.0,0.0,phase1_locomotion
15012,-0.5343894958496094,0.5343894958496094,0.0,0.0,0.0,0.0,phase1_locomotion
15013,-0.5723825693130493,0.5723825693130493,0.0,0.0,0.0,0.0,phase1_locomotion
15014,-0.580126166343689,0.580126166343689,0.0,0.0,0.0,0.0,phase1_locomotion
15015,-0.5930742621421814,0.5830742716789246,0.0,0.0,0.0,0.0,phase1_locomotion
15016,-0.6279929280281067,0.6179929375648499,0.0,0.0,0.0,0.0,phase1_locomotion
15017,-0.6293174028396606,0.6293174028396606,0.0,0.0,0.0,0.0,phase1_locomotion
15018,-0.6326154470443726,0.6326154470443726,0.0,0.0,0.0,0.0,phase1_locomotion
15019,-0.6332760453224182,0.6332760453224182,0.0,0.0,0.0,0.0,phase1_locomotion
15020,-0.629879355430603,0.629879355430603,0.0,0.0,0.0,0.0,phase1_locomotion
15021,-0.6273202300071716,0.6273202300071716,0.0,0.0,0.0,0.0,phase1_locomotion
15022,-0.6262014508247375,0.6262014508247375,0.0,0.0,0.0,0.0,phase1_locomotion
15023,-0.6276484131813049,0.6276484131813049,0.0,0.0,0.0,0.0,phase1_locomotion
15024,-0.6288237571716309,0.6288237571716309,0.0,0.0,0.0,0.0,phase1_locomotion
15025,-0.7160516381263733,0.7160516381263733,0.0,0.0,0.0,0.0,phase1_locomotion
15026,-0.7464392781257629,0.7464392781257629,0.0,0.0,0.0,0.0,phase1_locomotion
15027,-0.7640494108200073,0.7640494108200073,0.0,0.0,0.0,0.0,phase1_locomotion
15028,-0.7693195343017578,0.7693195343017578,0.0,0.0,0.0,0.0,phase1_locomotion
15029,-0.7569473385810852,0.7569473385810852,0.0,0.0,0.0,0.0,phase1_locomotion
15030,-0.7474518418312073,0.7474518418312073,0.0,0.0,0.0,0.0,phase1_locomotion
15031,-0.7442226409912109,0.7442226409912109,0.0,0.0,0.0,0.0,phase1_locomotion
15032,-0.7486517429351807,0.7486517429351807,0.0,0.0,0.0,0.0,phase1_locomotion
15033,-0.7522591948509216,0.7522591948509216,0.0,0.0,0.0,0.0,phase1_locomotion
15034,-0.7640447616577148,0.7640447616577148,0.0,0.0,0.0,0.0,phase1_locomotion
15035,-0.7685045599937439,0.7685045599937439,0.0,0.0,0.0,0.0,phase1_locomotion
15036,-0.7747980356216431,0.7747980356216431,0.0,0.0,0.0,0.0,phase1_locomotion
15037,-0.8340004086494446,0.8340004086494446,0.0,0.0,0.0,0.0,phase1_locomotion
15038,-0.8608413934707642,0.8508414030075073,0.0,0.0,0.0,0.0,phase1_locomotion
15039,-0.8594841361045837,0.8594841361045837,0.0,0.0,0.0,0.0,phase1_locomotion
15040,-0.8718438744544983,0.8618438839912415,0.0,0.0,0.0,0.0,phase1_locomotion
15041,-0.866958737373352,0.8569587469100952,0.0,0.0,0.0,0.0,phase1_locomotion
15042,-0.8533970713615417,0.8533970713615417,0.0,0.0,0.0,0.0,phase1_locomotion
15043,-0.8536949753761292,0.8536949753761292,0.0,0.0,0.0,0.0,phase1_locomotion
15044,-0.8569313287734985,0.8569313287734985,0.0,0.0,0.0,0.0,phase1_locomotion
15045,-0.8593904376029968,0.8593904376029968,0.0,0.0,0.0,0.0,phase1_locomotion
15046,-0.8644924759864807,0.8644924759864807,0.0,0.0,0.0,0.0,phase1_locomotion
15047,-0.8646845817565918,0.8646845817565918,0.0,0.0,0.0,0.0,phase1_locomotion
15048,-0.8660439252853394,0.8660439252853394,0.0,0.0,0.0,0.0,phase1_locomotion
15049,-0.8707324862480164,0.8707324862480164,0.0,0.0,0.0,0.0,phase1_locomotion
15050,-0.8717760443687439,0.8717760443687439,0.0,0.0,0.0,0.0,phase1_locomotion
15051,-0.8737484216690063,0.8737484216690063,0.0,0.0,0.0,0.0,phase1_locomotion
15052,-0.8886513113975525,0.8786513209342957,0.0,0.0,0.0,0.0,phase1_locomotion
15053,-0.8883330225944519,0.8783330321311951,0.0,0.0,0.0,0.0,phase1_locomotion
15054,-0.8891474008560181,0.8791474103927612,0.0,0.0,0.0,0.0,phase1_locomotion
15055,-0.8940699696540833,0.8840699791908264,0.0,0.0,0.0,0.0,phase1_locomotion
15056,-0.8888280987739563,0.8888280987739563,0.0,0.0,0.0,0.0,phase1_locomotion
15057,-0.8943220973014832,0.8943220973014832,0.0,0.0,0.0,0.0,phase1_locomotion
15058,-0.9033143520355225,0.9033143520355225,0.0,0.0,0.0,0.0,phase1_locomotion
15059,-0.9049626588821411,0.9049626588821411,0.0,0.0,0.0,0.0,phase1_locomotion
15060,-0.9095607399940491,0.9095607399940491,0.0,0.0,0.0,0.0,phase1_locomotion
15061,-0.9184371829032898,0.9184371829032898,0.0,0.0,0.0,0.0,phase1_locomotion
15062,-0.9202253818511963,0.9202253818511963,0.0,0.0,0.0,0.0,phase1_locomotion
15063,-0.9248611927032471,0.9248611927032471,0.0,0.0,0.0,0.0,phase1_locomotion
15064,-0.9386304020881653,0.9386304020881653,0.0,0.0,0.0,0.0,phase1_locomotion
15065,-0.941418468952179,0.941418468952179,0.0,0.0,0.0,0.0,phase1_locomotion
15066,-0.9460800886154175,0.9460800886154175,0.0,0.0,0.0,0.0,phase1_locomotion
15067,-0.9725923538208008,0.9725923538208008,0.0,0.0,0.0,0.0,phase1_locomotion
15068,-0.9799838662147522,0.9799838662147522,0.0,0.0,0.0,0.0,phase1_locomotion
15069,-0.9864416718482971,0.9864416718482971,0.0,0.0,0.0,0.0,phase1_locomotion
15070,-1.0095131397247314,1.0095131397247314,0.0,0.0,0.0,0.0,phase1_locomotion
15071,-1.0158586502075195,1.0158586502075195,0.0,0.0,0.0,0.0,phase1_locomotion
15072,-1.029076337814331,1.029076337814331,0.0,0.0,0.0,0.0,phase1_locomotion
15073,-1.0412774085998535,1.0412774085998535,0.0,0.0,0.0,0.0,phase1_locomotion
15074,-2.053492784500122,1.0434927940368652,0.0,0.0,0.0,0.0,phase1_locomotion
15075,-0.395224928855896,0.395224928855896,0.0,0.0,0.0,0.0,phase1_locomotion
15076,-1.395224928855896,0.395224928855896,0.0,0.0,0.0,0.0,phase1_locomotion
15077,-0.38597241044044495,0.38597241044044495,0.0,0.0,0.0,0.0,phase1_locomotion
15078,-1.3859723806381226,0.38597241044044495,0.0,0.0,0.0,0.0,phase1_locomotion
15079,-0.5416740775108337,0.5416740775108337,0.0,0.0,0.0,0.0,phase1_locomotion
15080,-1.5416741371154785,0.5416740775108337,0.0,0.0,0.0,0.0,phase1_locomotion
15081,-0.4310798943042755,0.4310798943042755,0.0,0.0,0.0,0.0,phase1_locomotion
15082,-0.4310798943042755,0.4310798943042755,0.0,0.0,0.0,0.0,phase1_locomotion
15083,-0.4310798943042755,0.4310798943042755,0.0,0.0,0.0,0.0,phase1_locomotion
15084,-0.4310798943042755,0.4310798943042755,0.0,0.0,0.0,0.0,phase1_locomotion
15085,-0.4310798943042755,0.4310798943042755,0.0,0.0,0.0,0.0,phase1_locomotion
15086,-0.4310798943042755,0.4310798943042755,0.0,0.0,0.0,0.0,phase1_locomotion
15087,-0.4310798943042755,0.4310798943042755,0.0,0.0,0.0,0.0,phase1_locomotion
15088,-0.4310798943042755,0.4310798943042755,0.0,0.0,0.0,0.0,phase1_locomotion
15089,-0.4310798943042755,0.4310798943042755,0.0,0.0,0.0,0.0,phase1_locomotion
15090,-0.4310798943042755,0.4310798943042755,0.0,0.0,0.0,0.0,phase1_locomotion
15091,-0.4310798943042755,0.4310798943042755,0.0,0.0,0.0,0.0,phase1_locomotion
15092,-0.4310798943042755,0.4310798943042755,0.0,0.0,0.0,0.0,phase1_locomotion
15093,-0.4310798943042755,0.4310798943042755,0.0,0.0,0.0,0.0,phase1_locomotion
15094,-0.4310798943042755,0.4310798943042755,0.0,0.0,0.0,0.0,phase1_locomotion
15095,-0.4310798943042755,0.4310798943042755,0.0,0.0,0.0,0.0,phase1_locomotion
15096,-0.4310798943042755,0.4310798943042755,0.0,0.0,0.0,0.0,phase1_locomotion
15097,-0.4310798943042755,0.4310798943042755,0.0,0.0,0.0,0.0,phase1_locomotion
15098,-0.4310798943042755,0.4310798943042755,0.0,0.0,0.0,0.0,phase1_locomotion
15099,-0.44107988476753235,0.4310798943042755,0.0,0.0,0.0,0.0,phase1_locomotion
15100,-0.44107988476753235,0.4310798943042755,0.0,0.0,0.0,0.0,phase1_locomotion
15101,-0.44107988476753235,0.4310798943042755,0.0,0.0,0.0,0.0,phase1_locomotion
15102,-0.44107988476753235,0.4310798943042755,0.0,0.0,0.0,0.0,phase1_locomotion
15103,-0.4310798943042755,0.4310798943042755,0.0,0.0,0.0,0.0,phase1_locomotion
15104,-0.4310798943042755,0.4310798943042755,0.0,0.0,0.0,0.0,phase1_locomotion
15105,-0.4310798943042755,0.4310798943042755,0.0,0.0,0.0,0.0,phase1_locomotion
15106,-0.4310798943042755,0.4310798943042755,0.0,0.0,0.0,0.0,phase1_locomotion
15107,-0.4310798943042755,0.4310798943042755,0.0,0.0,0.0,0.0,phase1_locomotion
15108,-0.4310798943042755,0.4310798943042755,0.0,0.0,0.0,0.0,phase1_locomotion
15109,-0.4310798943042755,0.4310798943042755,0.0,0.0,0.0,0.0,phase1_locomotion
15110,-0.4776959717273712,0.4776959717273712,0.0,0.0,0.0,0.0,phase1_locomotion
15111,-0.49493858218193054,0.49493858218193054,0.0,0.0,0.0,0.0,phase1_locomotion
15112,-0.502184271812439,0.502184271812439,0.0,0.0,0.0,0.0,phase1_locomotion
15113,-0.5084811449050903,0.5084811449050903,0.0,0.0,0.0,0.0,phase1_locomotion
15114,-0.5016329288482666,0.5016329288482666,0.0,0.0,0.0,0.0,phase1_locomotion
15115,-0.49618449807167053,0.49618449807167053,0.0,0.0,0.0,0.0,phase1_locomotion
15116,-0.49490734934806824,0.49490734934806824,0.0,0.0,0.0,0.0,phase1_locomotion
15117,-0.4967879354953766,0.4967879354953766,0.0,0.0,0.0,0.0,phase1_locomotion
15118,-0.4981085956096649,0.4981085956096649,0.0,0.0,0.0,0.0,phase1_locomotion
15119,-0.4934787452220917,0.4934787452220917,0.0,0.0,0.0,0.0,phase1_locomotion
