step,reward,goal_error,goal_progress,goal_success,op_delta_damage,self_delta_damage,stage_name
39,-0.5439342260360718,0.5439342260360718,0.0,0.0,0.0,0.0,phase1_locomotion
40,-0.552670955657959,0.5426709651947021,0.0,0.0,0.0,0.0,phase1_locomotion
41,-0.5518202781677246,0.5418202877044678,0.0,0.0,0.0,0.0,phase1_locomotion
42,-0.5512120723724365,0.5412120819091797,0.0,0.0,0.0,0.0,phase1_locomotion
43,-0.5515779256820679,0.541577935218811,0.0,0.0,0.0,0.0,phase1_locomotion
44,-0.5519694089889526,0.5419694185256958,0.0,0.0,0.0,0.0,phase1_locomotion
45,-0.513821005821228,0.5038210153579712,0.0,0.0,0.0,0.0,phase1_locomotion
46,-0.49202239513397217,0.48202240467071533,0.0,0.0,0.0,0.0,phase1_locomotion
47,-0.47765254974365234,0.4676525592803955,0.0,0.0,0.0,0.0,phase1_locomotion
48,-0.45304495096206665,0.4430449604988098,0.0,0.0,0.0,0.0,phase1_locomotion
49,-0.45319560170173645,0.4431956112384796,0.0,0.0,0.0,0.0,phase1_locomotion
50,-0.44722193479537964,0.4372219443321228,0.0,0.0,0.0,0.0,phase1_locomotion
51,-0.43999916315078735,0.4299991726875305,0.0,0.0,0.0,0.0,phase1_locomotion
52,-0.4395636022090912,0.42956361174583435,0.0,0.0,0.0,0.0,phase1_locomotion
53,-0.4382532238960266,0.4282532334327698,0.0,0.0,0.0,0.0,phase1_locomotion
54,-0.43243303894996643,0.4224330484867096,0.0,0.0,0.0,0.0,phase1_locomotion
55,-0.4274153709411621,0.4174153804779053,0.0,0.0,0.0,0.0,phase1_locomotion
56,-0.42074474692344666,0.4107447564601898,0.0,0.0,0.0,0.0,phase1_locomotion
57,-0.40675437450408936,0.3967543840408325,0.0,0.0,0.0,0.0,phase1_locomotion
58,-0.3979097306728363,0.38790974020957947,0.0,0.0,0.0,0.0,phase1_locomotion
59,-0.40876948833465576,0.3987694978713989,0.0,0.0,0.0,0.0,phase1_locomotion
60,-0.4326779544353485,0.4226779639720917,0.0,0.0,0.0,0.0,phase1_locomotion
61,-0.42753779888153076,0.4175378084182739,0.0,0.0,0.0,0.0,phase1_locomotion
62,-0.42685672640800476,0.4168567359447479,0.0,0.0,0.0,0.0,phase1_locomotion
63,-0.4262383282184601,0.4262383282184601,0.0,0.0,0.0,0.0,phase1_locomotion
64,-0.4409804344177246,0.4409804344177246,0.0,0.0,0.0,0.0,phase1_locomotion
65,-0.4801994562149048,0.47019946575164795,0.0,0.0,0.0,0.0,phase1_locomotion
66,-0.48862552642822266,0.4786255359649658,0.0,0.0,0.0,0.0,phase1_locomotion
67,-0.476637601852417,0.46663761138916016,0.0,0.0,0.0,0.0,phase1_locomotion
68,-0.46674758195877075,0.4567475914955139,0.0,0.0,0.0,0.0,phase1_locomotion
69,-0.45894986391067505,0.4489498734474182,0.0,0.0,0.0,0.0,phase1_locomotion
70,-0.469991534948349,0.45999154448509216,0.0,0.0,0.0,0.0,phase1_locomotion
71,-0.4791322350502014,0.4691322445869446,0.0,0.0,0.0,0.0,phase1_locomotion
72,-0.48329687118530273,0.4732968807220459,0.0,0.0,0.0,0.0,phase1_locomotion
73,-0.47341710329055786,0.463417112827301,0.0,0.0,0.0,0.0,phase1_locomotion
74,-0.463886559009552,0.45388656854629517,0.0,0.0,0.0,0.0,phase1_locomotion
75,-0.44786036014556885,0.437860369682312,0.0,0.0,0.0,0.0,phase1_locomotion
76,-0.4561071991920471,0.4461072087287903,0.0,0.0,0.0,0.0,phase1_locomotion
77,-0.46314072608947754,0.4531407356262207,0.0,0.0,0.0,0.0,phase1_locomotion
78,-0.458429753780365,0.44842976331710815,0.0,0.0,0.0,0.0,phase1_locomotion
79,-0.43597787618637085,0.43597787618637085,0.0,0.0,0.0,0.0,phase1_locomotion
80,-0.43156376481056213,0.4215637743473053,0.0,0.0,0.0,0.0,phase1_locomotion
81,-0.39917221665382385,0.39917221665382385,0.0,0.0,0.0,0.0,phase1_locomotion
82,-0.4117211401462555,0.4117211401462555,0.0,0.0,0.0,0.0,phase1_locomotion
83,-0.41853925585746765,0.41853925585746765,0.0,0.0,0.0,0.0,phase1_locomotion
84,-0.4205981194972992,0.4205981194972992,0.0,0.0,0.0,0.0,phase1_locomotion
85,-0.4121425449848175,0.40214255452156067,0.0,0.0,0.0,0.0,phase1_locomotion
86,-0.38878458738327026,0.38878458738327026,0.0,0.0,0.0,0.0,phase1_locomotion
87,-0.41700655221939087,0.41700655221939087,0.0,0.0,0.0,0.0,phase1_locomotion
88,-0.4170393943786621,0.4170393943786621,0.0,0.0,0.0,0.0,phase1_locomotion
89,-0.42370539903640747,0.42370539903640747,0.0,0.0,0.0,0.0,phase1_locomotion
90,-0.43950819969177246,0.43950819969177246,0.0,0.0,0.0,0.0,phase1_locomotion
91,-0.43930870294570923,0.43930870294570923,0.0,0.0,0.0,0.0,phase1_locomotion
92,-0.4417664706707001,0.4417664706707001,0.0,0.0,0.0,0.0,phase1_locomotion
93,-0.48037075996398926,0.48037075996398926,0.0,0.0,0.0,0.0,phase1_locomotion
94,-0.49243810772895813,0.49243810772895813,0.0,0.0,0.0,0.0,phase1_locomotion
95,-0.49631011486053467,0.49631011486053467,0.0,0.0,0.0,0.0,phase1_locomotion
96,-0.519720196723938,0.519720196723938,0.0,0.0,0.0,0.0,phase1_locomotion
97,-0.5229828357696533,0.5229828357696533,0.0,0.0,0.0,0.0,phase1_locomotion
98,-0.5240453481674194,0.5240453481674194,0.0,0.0,0.0,0.0,phase1_locomotion
99,-0.5582336783409119,0.5582336783409119,0.0,0.0,0.0,0.0,phase1_locomotion
100,-0.5684053897857666,0.5684053897857666,0.0,0.0,0.0,0.0,phase1_locomotion
101,-0.5722461938858032,0.5722461938858032,0.0,0.0,0.0,0.0,phase1_locomotion
102,-0.6154135465621948,0.6154135465621948,0.0,0.0,0.0,0.0,phase1_locomotion
103,-0.6245088577270508,0.6245088577270508,0.0,0.0,0.0,0.0,phase1_locomotion
104,-0.6280840635299683,0.6280840635299683,0.0,0.0,0.0,0.0,phase1_locomotion
105,-0.6753650903701782,0.6753650903701782,0.0,0.0,0.0,0.0,phase1_locomotion
106,-0.6910161972045898,0.6910161972045898,0.0,0.0,0.0,0.0,phase1_locomotion
107,-0.7015471458435059,0.7015471458435059,0.0,0.0,0.0,0.0,phase1_locomotion
108,-0.7498335838317871,0.7498335838317871,0.0,0.0,0.0,0.0,phase1_locomotion
109,-0.7521042823791504,0.7521042823791504,0.0,0.0,0.0,0.0,phase1_locomotion
110,-0.7508608102798462,0.7508608102798462,0.0,0.0,0.0,0.0,phase1_locomotion
111,-0.7837271690368652,0.7837271690368652,0.0,0.0,0.0,0.0,phase1_locomotion
112,-0.7961770296096802,0.7961770296096802,0.0,0.0,0.0,0.0,phase1_locomotion
113,-0.8025592565536499,0.8025592565536499,0.0,0.0,0.0,0.0,phase1_locomotion
114,-0.8416295051574707,0.8416295051574707,0.0,0.0,0.0,0.0,phase1_locomotion
115,-0.8422278165817261,0.8422278165817261,0.0,0.0,0.0,0.0,phase1_locomotion
116,-0.8388504981994629,0.8388504981994629,0.0,0.0,0.0,0.0,phase1_locomotion
117,-0.8774079084396362,0.8774079084396362,0.0,0.0,0.0,0.0,phase1_locomotion
118,-0.8945555686950684,0.8945555686950684,0.0,0.0,0.0,0.0,phase1_locomotion
119,-0.9022395610809326,0.9022395610809326,0.0,0.0,0.0,0.0,phase1_locomotion
120,-0.9406828880310059,0.9406828880310059,0.0,0.0,0.0,0.0,phase1_locomotion
121,-0.9452407360076904,0.9452407360076904,0.0,0.0,0.0,0.0,phase1_locomotion
122,-0.9453669786453247,0.9453669786453247,0.0,0.0,0.0,0.0,phase1_locomotion
123,-0.9781556129455566,0.9781556129455566,0.0,0.0,0.0,0.0,phase1_locomotion
124,-0.9888484477996826,0.9888484477996826,0.0,0.0,0.0,0.0,phase1_locomotion
125,-0.9963557124137878,0.9963557124137878,0.0,0.0,0.0,0.0,phase1_locomotion
126,-0.9991887807846069,0.9991887807846069,0.0,0.0,0.0,0.0,phase1_locomotion
127,-0.9932484030723572,0.9932484030723572,0.0,0.0,0.0,0.0,phase1_locomotion
128,-0.9966771602630615,0.9866771697998047,0.0,0.0,0.0,0.0,phase1_locomotion
129,-0.9941128492355347,0.9841128587722778,0.0,0.0,0.0,0.0,phase1_locomotion
130,-0.988506555557251,0.988506555557251,0.0,0.0,0.0,0.0,phase1_locomotion
131,-0.9911475777626038,0.9911475777626038,0.0,0.0,0.0,0.0,phase1_locomotion
132,-1.0141446590423584,1.0141446590423584,0.0,0.0,0.0,0.0,phase1_locomotion
133,-1.0201866626739502,1.0201866626739502,0.0,0.0,0.0,0.0,phase1_locomotion
134,-1.026017189025879,1.026017189025879,0.0,0.0,0.0,0.0,phase1_locomotion
135,-1.0555684566497803,1.0555684566497803,0.0,0.0,0.0,0.0,phase1_locomotion
136,-1.0661922693252563,1.0661922693252563,0.0,0.0,0.0,0.0,phase1_locomotion
137,-1.082295536994934,1.082295536994934,0.0,0.0,0.0,0.0,phase1_locomotion
138,-1.1435043811798096,1.1435043811798096,0.0,0.0,0.0,0.0,phase1_locomotion
139,-1.1559185981750488,1.1559185981750488,0.0,0.0,0.0,0.0,phase1_locomotion
140,-1.160903811454773,1.160903811454773,0.0,0.0,0.0,0.0,phase1_locomotion
141,-1.1678566932678223,1.1678566932678223,0.0,0.0,0.0,0.0,phase1_locomotion
142,-1.1678348779678345,1.1678348779678345,0.0,0.0,0.0,0.0,phase1_locomotion
143,-1.171741247177124,1.171741247177124,0.0,0.0,0.0,0.0,phase1_locomotion
144,-1.1800146102905273,1.1800146102905273,0.0,0.0,0.0,0.0,phase1_locomotion
145,-1.1762361526489258,1.1762361526489258,0.0,0.0,0.0,0.0,phase1_locomotion
146,-1.1733827590942383,1.1733827590942383,0.0,0.0,0.0,0.0,phase1_locomotion
147,-1.1712887287139893,1.1712887287139893,0.0,0.0,0.0,0.0,phase1_locomotion
148,-1.172804594039917,1.172804594039917,0.0,0.0,0.0,0.0,phase1_locomotion
149,-1.1737709045410156,1.1737709045410156,0.0,0.0,0.0,0.0,phase1_locomotion
150,-1.176015853881836,1.176015853881836,0.0,0.0,0.0,0.0,phase1_locomotion
151,-1.1745712757110596,1.1745712757110596,0.0,0.0,0.0,0.0,phase1_locomotion
152,-1.1734645366668701,1.1734645366668701,0.0,0.0,0.0,0.0,phase1_locomotion
153,-1.189932107925415,1.189932107925415,0.0,0.0,0.0,0.0,phase1_locomotion
154,-1.1970627307891846,1.1970627307891846,0.0,0.0,0.0,0.0,phase1_locomotion
155,-1.2010746002197266,1.2010746002197266,0.0,0.0,0.0,0.0,phase1_locomotion
156,-1.2027801275253296,1.2027801275253296,0.0,0.0,0.0,0.0,phase1_locomotion
157,-1.1991500854492188,1.1991500854492188,0.0,0.0,0.0,0.0,phase1_locomotion
158,-1.1959227323532104,1.1959227323532104,0.0,0.0,0.0,0.0,phase1_locomotion
159,-1.1860592365264893,1.1860592365264893,0.0,0.0,0.0,0.0,phase1_locomotion
160,-1.185713291168213,1.185713291168213,0.0,0.0,0.0,0.0,phase1_locomotion
161,-1.1859383583068848,1.1859383583068848,0.0,0.0,0.0,0.0,phase1_locomotion
162,-1.1929211616516113,1.1929211616516113,0.0,0.0,0.0,0.0,phase1_locomotion
163,-1.1998658180236816,1.1998658180236816,0.0,0.0,0.0,0.0,phase1_locomotion
164,-1.196384072303772,1.196384072303772,0.0,0.0,0.0,0.0,phase1_locomotion
165,-1.1887149810791016,1.1887149810791016,0.0,0.0,0.0,0.0,phase1_locomotion
166,-1.187279462814331,1.187279462814331,0.0,0.0,0.0,0.0,phase1_locomotion
167,-2.1840267181396484,1.1840267181396484,0.0,0.0,0.0,0.0,phase1_locomotion
168,-0.5221326351165771,0.5221326351165771,0.0,0.0,0.0,0.0,phase1_locomotion
169,-1.5221326351165771,0.5221326351165771,0.0,0.0,0.0,0.0,phase1_locomotion
170,-0.607696533203125,0.607696533203125,0.0,0.0,0.0,0.0,phase1_locomotion
171,-1.607696533203125,0.607696533203125,0.0,0.0,0.0,0.0,phase1_locomotion
172,-0.35082319378852844,0.35082319378852844,0.0,0.0,0.0,0.0,phase1_locomotion
173,-1.360823154449463,0.35082319378852844,0.0,0.0,0.0,0.0,phase1_locomotion
174,-0.429144948720932,0.41914495825767517,0.0,0.0,0.0,0.0,phase1_locomotion
175,-1.4291449785232544,0.41914495825767517,0.0,0.0,0.0,0.0,phase1_locomotion
176,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
177,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
178,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
179,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
180,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
181,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
182,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
183,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
184,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
185,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
186,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
187,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
188,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
189,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
190,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
191,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
192,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
193,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
194,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
195,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
196,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
197,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
198,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
199,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
200,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
201,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
202,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
203,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
204,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
205,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
206,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
207,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
208,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
209,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
210,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
211,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
212,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
213,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
214,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
215,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
216,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
217,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
218,-0.17420722544193268,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
219,-0.16420722007751465,0.16420722007751465,0.0,0.0,0.0,0.0,phase1_locomotion
220,-0.142698734998703,0.142698734998703,0.0,0.0,0.0,0.0,phase1_locomotion
221,-0.16078679263591766,0.15078678727149963,0.0,0.0,0.0,0.0,phase1_locomotion
222,-0.1983909159898758,0.18839091062545776,0.0,0.0,0.0,0.0,phase1_locomotion
223,-0.20532870292663574,0.20532870292663574,0.0,0.0,0.0,0.0,phase1_locomotion
224,-0.18156316876411438,0.18156316876411438,0.0,0.0,0.0,0.0,phase1_locomotion
225,-0.16834494471549988,0.16834494471549988,0.0,0.0,0.0,0.0,phase1_locomotion
226,-0.15302830934524536,0.15302830934524536,0.0,0.0,0.0,0.0,phase1_locomotion
227,-0.16259464621543884,0.16259464621543884,0.0,0.0,0.0,0.0,phase1_locomotion
228,-0.1715339720249176,0.1715339720249176,0.0,0.0,0.0,0.0,phase1_locomotion
229,-0.1772206425666809,0.1772206425666809,0.0,0.0,0.0,0.0,phase1_locomotion
230,-0.17178446054458618,0.17178446054458618,0.0,0.0,0.0,0.0,phase1_locomotion
231,-0.1679706573486328,0.1679706573486328,0.0,0.0,0.0,0.0,phase1_locomotion
232,-0.17494823038578033,0.1649482250213623,0.0,0.0,0.0,0.0,phase1_locomotion
233,-0.18133147060871124,0.1713314652442932,0.0,0.0,0.0,0.0,phase1_locomotion
234,-0.1865328699350357,0.17653286457061768,0.0,0.0,0.0,0.0,phase1_locomotion
235,-0.1955951601266861,0.18559515476226807,0.0,0.0,0.0,0.0,phase1_locomotion
236,-0.18394699692726135,0.18394699692726135,0.0,0.0,0.0,0.0,phase1_locomotion
237,-0.18345704674720764,0.18345704674720764,0.0,0.0,0.0,0.0,phase1_locomotion
238,-0.18493545055389404,0.18493545055389404,0.0,0.0,0.0,0.0,phase1_locomotion
239,-0.18806123733520508,0.18806123733520508,0.0,0.0,0.0,0.0,phase1_locomotion
240,-0.1914423704147339,0.1914423704147339,0.0,0.0,0.0,0.0,phase1_locomotion
241,1.9038538932800293,0.0961461067199707,0.0,1.0,0.0,0.0,phase1_locomotion
242,-0.18358486890792847,0.18358486890792847,0.0,0.0,0.0,0.0,phase1_locomotion
243,-0.17903637886047363,0.17903637886047363,0.0,0.0,0.0,0.0,phase1_locomotion
244,-0.17596665024757385,0.17596665024757385,0.0,0.0,0.0,0.0,phase1_locomotion
245,-0.18149226903915405,0.18149226903915405,0.0,0.0,0.0,0.0,phase1_locomotion
246,-0.18547722697257996,0.18547722697257996,0.0,0.0,0.0,0.0,phase1_locomotion
247,-0.18838220834732056,0.18838220834732056,0.0,0.0,0.0,0.0,phase1_locomotion
248,-0.19576673209667206,0.18576672673225403,0.0,0.0,0.0,0.0,phase1_locomotion
249,-0.19393523037433624,0.1839352250099182,0.0,0.0,0.0,0.0,phase1_locomotion
250,-0.20650288462638855,0.20650288462638855,0.0,0.0,0.0,0.0,phase1_locomotion
251,-0.22644144296646118,0.22644144296646118,0.0,0.0,0.0,0.0,phase1_locomotion
252,-0.23779049515724182,0.23779049515724182,0.0,0.0,0.0,0.0,phase1_locomotion
253,-0.2748047411441803,0.2748047411441803,0.0,0.0,0.0,0.0,phase1_locomotion
254,-0.2714218199253082,0.2714218199253082,0.0,0.0,0.0,0.0,phase1_locomotion
255,-0.2601044774055481,0.2601044774055481,0.0,0.0,0.0,0.0,phase1_locomotion
256,-0.27248573303222656,0.27248573303222656,0.0,0.0,0.0,0.0,phase1_locomotion
257,-0.2869376540184021,0.2869376540184021,0.0,0.0,0.0,0.0,phase1_locomotion
258,-0.29513123631477356,0.29513123631477356,0.0,0.0,0.0,0.0,phase1_locomotion
259,-0.2965795397758484,0.2965795397758484,0.0,0.0,0.0,0.0,phase1_locomotion
260,-0.2903355658054352,0.2903355658054352,0.0,0.0,0.0,0.0,phase1_locomotion
261,-0.28556737303733826,0.28556737303733826,0.0,0.0,0.0,0.0,phase1_locomotion
262,-0.2775476276874542,0.2775476276874542,0.0,0.0,0.0,0.0,phase1_locomotion
263,-0.28131112456321716,0.28131112456321716,0.0,0.0,0.0,0.0,phase1_locomotion
264,-0.28323474526405334,0.28323474526405334,0.0,0.0,0.0,0.0,phase1_locomotion
265,-0.2850862145423889,0.2850862145423889,0.0,0.0,0.0,0.0,phase1_locomotion
266,-0.27962082624435425,0.27962082624435425,0.0,0.0,0.0,0.0,phase1_locomotion
267,-0.2714121341705322,0.2714121341705322,0.0,0.0,0.0,0.0,phase1_locomotion
268,-0.2603285312652588,0.2603285312652588,0.0,0.0,0.0,0.0,phase1_locomotion
269,-0.26102831959724426,0.26102831959724426,0.0,0.0,0.0,0.0,phase1_locomotion
270,-0.25809457898139954,0.25809457898139954,0.0,0.0,0.0,0.0,phase1_locomotion
271,-0.2504953145980835,0.2504953145980835,0.0,0.0,0.0,0.0,phase1_locomotion
272,-0.2547435760498047,0.24474358558654785,0.0,0.0,0.0,0.0,phase1_locomotion
273,-0.24540002644062042,0.2354000210762024,0.0,0.0,0.0,0.0,phase1_locomotion
274,-0.22188061475753784,0.22188061475753784,0.0,0.0,0.0,0.0,phase1_locomotion
275,-0.2223207652568817,0.2223207652568817,0.0,0.0,0.0,0.0,phase1_locomotion
276,-0.21916326880455017,0.21916326880455017,0.0,0.0,0.0,0.0,phase1_locomotion
277,-0.22029364109039307,0.22029364109039307,0.0,0.0,0.0,0.0,phase1_locomotion
278,-0.2229643166065216,0.2229643166065216,0.0,0.0,0.0,0.0,phase1_locomotion
279,-0.22355639934539795,0.22355639934539795,0.0,0.0,0.0,0.0,phase1_locomotion
280,-0.16154929995536804,0.16154929995536804,0.0,0.0,0.0,0.0,phase1_locomotion
281,-0.14157068729400635,0.14157068729400635,0.0,0.0,0.0,0.0,phase1_locomotion
282,-0.12482130527496338,0.12482130527496338,0.0,0.0,0.0,0.0,phase1_locomotion
283,-0.10402321815490723,0.10402321815490723,0.0,0.0,0.0,0.0,phase1_locomotion
284,-0.12411913275718689,0.12411913275718689,0.0,0.0,0.0,0.0,phase1_locomotion
285,-0.13730356097221375,0.13730356097221375,0.0,0.0,0.0,0.0,phase1_locomotion
286,-0.13088274002075195,0.13088274002075195,0.0,0.0,0.0,0.0,phase1_locomotion
287,-0.1120019257068634,0.1120019257068634,0.0,0.0,0.0,0.0,phase1_locomotion
288,-0.10116139054298401,0.10116139054298401,0.0,0.0,0.0,0.0,phase1_locomotion
289,1.9360249042510986,0.06397506594657898,0.0,1.0,0.0,0.0,phase1_locomotion
290,-0.19032245874404907,0.19032245874404907,0.0,0.0,0.0,0.0,phase1_locomotion
291,-0.18571272492408752,0.18571272492408752,0.0,0.0,0.0,0.0,phase1_locomotion
292,-0.17997527122497559,0.17997527122497559,0.0,0.0,0.0,0.0,phase1_locomotion
293,-0.18548625707626343,0.18548625707626343,0.0,0.0,0.0,0.0,phase1_locomotion
294,-0.18834277987480164,0.18834277987480164,0.0,0.0,0.0,0.0,phase1_locomotion
295,-0.19310343265533447,0.19310343265533447,0.0,0.0,0.0,0.0,phase1_locomotion
296,-0.1901938021183014,0.1901938021183014,0.0,0.0,0.0,0.0,phase1_locomotion
297,-0.1882973313331604,0.1882973313331604,0.0,0.0,0.0,0.0,phase1_locomotion
298,-0.13660654425621033,0.13660654425621033,0.0,0.0,0.0,0.0,phase1_locomotion
299,-0.11889258027076721,0.11889258027076721,0.0,0.0,0.0,0.0,phase1_locomotion
300,-0.11368358135223389,0.11368358135223389,0.0,0.0,0.0,0.0,phase1_locomotion
301,-0.10905089974403381,0.10905089974403381,0.0,0.0,0.0,0.0,phase1_locomotion
302,-0.11205387115478516,0.11205387115478516,0.0,0.0,0.0,0.0,phase1_locomotion
303,-0.11357364058494568,0.11357364058494568,0.0,0.0,0.0,0.0,phase1_locomotion
